NanogKO_0h_1 NanogKO_0h_2 NanogKO_0h_3 NanogKO_12h_1 NanogKO_12h_2 NanogKO_12h_3 NanogKO_24h_1 NanogKO_24h_2 NanogKO_24h_3 WT_0h_1 WT_0h_2 WT_12h_1 WT_12h_2 WT_12h_3 WT_24h_1 WT_24h_2 WT_24h_3
Dhcr7 734 755 916 281 297 195 639 447 231 824 1614 896 355 270 789 929 1050
Mir6404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mir3470b 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1
Shank2 11 10 18 9 11 7 15 18 10 3 17 40 11 2 13 21 18
Cttn 4989 5062 5994 4449 4079 2742 4193 2787 1952 3974 6703 8346 3054 2275 3922 4593 5633
Ppfia1 1877 1967 2295 1961 1793 1270 1968 1336 777 1279 2251 3140 1075 801 1521 1801 2276
Fadd 162 167 152 180 194 133 230 169 100 117 214 328 123 71 189 207 238
Ano1 33 34 32 17 23 11 29 22 11 47 115 80 36 25 38 50 78
Fgf3 16 14 15 41 51 40 76 55 44 23 34 17 11 8 16 19 16
Fgf4 709 655 847 1918 1795 1160 3934 1988 1872 877 1646 3515 1197 952 3500 4108 4465
Fgf15 12 9 10 35 34 33 160 87 78 85 118 92 26 28 243 255 295
Oraov1 211 220 221 321 233 174 331 212 151 129 264 555 190 135 300 371 421
Ccnd1 253 264 302 447 428 326 1165 574 473 2453 4381 4185 1589 1040 3557 3898 4597
Mir3962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1810010D01Rik 0 2 0 1 2 0 0 0 0 0 2 0 0 0 0 0 0
Tpcn2 113 95 122 146 141 86 123 74 42 94 138 294 123 93 146 159 196
Mrgprf 14 11 7 2 6 2 8 1 5 7 17 12 5 3 3 5 6
Mrgprd 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Insr 144 152 161 160 172 103 200 133 76 139 303 390 151 97 183 223 320
A430078G23Rik 0 0 2 1 0 2 1 1 0 0 2 1 0 0 0 4 2
Arhgef18 1215 1194 1443 1600 1413 998 1430 838 667 837 1627 2413 875 655 1127 1369 1613
Pex11g 32 32 41 11 18 12 25 13 17 32 41 37 17 14 38 44 48
1700019B03Rik 0 0 0 3 0 0 1 0 1 0 1 2 0 0 0 0 4
Zfp358 81 74 66 73 80 54 78 63 35 231 445 377 136 101 180 179 227
Mcoln1 695 662 833 668 624 394 768 592 431 309 543 805 321 227 547 540 677
Pnpla6 1547 1427 1857 2299 2137 1546 2718 1723 1292 1158 2041 4054 1453 1074 2662 2767 3185
C330021F23Rik 12912 11893 14064 12781 11652 7096 14019 9088 7366 10080 14111 20645 6953 5153 13066 15493 17057
Camsap3 1267 1248 1625 1791 1680 1193 1792 1089 695 1050 2036 2884 1108 793 1472 1598 1901
Xab2 2137 2168 2481 2459 2356 1714 2670 1712 1319 1434 2415 3933 1454 1060 2204 2379 2731
Pet100 322 408 416 316 295 177 325 207 218 311 450 519 220 128 481 493 465
Pcp2 2 1 1 1 0 0 2 1 2 1 0 1 1 0 3 1 2
Stxbp2 1611 1616 1837 1262 1228 892 1251 800 706 951 1680 1862 703 520 1027 1103 1224
Retn 1 0 2 6 1 3 3 0 5 1 1 1 2 0 0 1 1
Mcemp1 0 5 3 5 2 2 2 3 1 6 0 4 0 0 0 2 4
Trappc5 374 371 431 349 318 254 465 299 255 326 503 657 242 176 464 489 554
Fcer2a 0 0 7 0 0 0 1 0 0 0 3 0 0 0 1 4 0
Clec4g 1 0 2 1 4 0 1 1 0 2 0 0 0 0 1 0 0
Cd209a 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0
Rprl3 2 2 0 12 3 5 12 6 4 0 7 6 2 13 1 8 2
Cd209e 6 11 9 13 15 8 7 2 4 4 7 20 6 3 1 3 4
Cd209d 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cd209b 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cd209c 7 1 3 14 9 12 26 12 10 0 0 3 2 2 8 7 9
Cd209f 0 2 2 3 0 0 1 1 0 1 0 0 2 0 1 0 3
Cd209g 0 2 1 2 0 0 0 1 0 0 0 0 2 0 0 0 2
Evi5l 36 43 55 34 33 18 45 12 20 25 77 65 27 22 45 40 63
BC068157 16 13 11 9 4 5 13 8 3 85 208 85 40 23 48 46 88
Lrrc8e 10 9 21 7 4 5 0 5 5 11 18 21 6 5 2 5 4
Map2k7 848 829 1001 965 1005 646 1034 704 519 674 1352 2242 775 558 1093 1329 1449
Gm14378 6 4 12 15 12 6 4 2 0 6 17 16 4 7 3 5 6
Snapc2 332 315 370 457 416 252 394 213 177 263 446 782 318 227 405 390 499
Ctxn1 108 107 127 93 92 62 125 90 78 190 325 519 207 125 294 310 393
Timm44 1301 1318 1457 1101 1045 656 1252 875 583 1090 1788 2116 806 562 1237 1362 1657
Elavl1 2320 2299 2803 2158 2003 1253 2741 1760 1146 2033 3786 4067 1413 1059 2536 3067 3439
Ccl25 28 29 40 64 57 47 69 50 37 41 89 131 42 39 77 114 102
Cers4 194 178 222 139 164 96 221 132 104 519 872 992 367 250 426 540 607
Zfp958 187 163 193 202 164 114 293 186 118 116 183 398 129 90 275 438 447
Shcbp1 1033 969 1178 1134 944 600 1274 828 527 622 1066 1539 527 401 890 1237 1412
Slc10a2 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 0
Efnb2 424 423 553 795 792 491 1377 754 612 275 651 1129 363 285 974 1092 1321
Arglu1 1517 1518 1796 1605 1583 1012 2477 1579 1082 1722 3216 3456 1162 901 2113 2627 3058
Mir7654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4933430N04Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4930453L07Rik 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
Fam155a 0 0 1 3 1 0 1 1 0 0 1 17 6 7 7 5 15
Lig4 269 231 328 375 315 196 428 283 171 194 319 593 197 162 392 502 561
Abhd13 519 559 617 569 510 335 686 450 280 425 991 1000 351 278 527 770 819
Tnfsf13b 0 3 1 0 5 4 3 0 1 0 5 7 3 0 6 8 14
Myo16 2 4 2 2 1 1 4 2 2 2 2 14 6 7 14 11 10
B930025P03Rik 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
4833411C07Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3930402G23Rik 20 19 17 9 6 8 5 3 1 14 31 15 8 2 5 8 8
Irs2 376 380 497 356 305 233 267 189 125 588 1397 936 317 257 258 295 400
9530052E02Rik 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
Col4a1 8487 8537 10543 10578 10584 6970 14742 8827 6677 1860 3833 4855 1743 1135 2137 2475 2920
Col4a2 4020 4106 5059 5570 5698 3939 7729 4449 3344 1186 2375 2927 1130 696 1244 1414 1750
Rab20 28 33 42 38 26 29 50 29 18 22 17 30 7 10 20 21 20
Carkd 350 333 469 393 361 240 442 266 222 282 450 733 259 200 405 428 541
Cars2 439 387 460 466 453 282 601 373 303 342 551 855 298 209 658 691 773
Ing1 1061 1058 1205 1277 1355 887 1694 1152 847 1070 1862 2665 962 671 1858 2077 2452
Ankrd10 600 690 819 1104 1056 675 1266 843 583 769 1375 2170 746 612 1370 1656 1781
Mir7238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1700016D06Rik 0 0 0 0 3 0 0 1 0 1 0 0 0 1 1 1 3
Gm6524 31 29 42 43 36 23 42 32 13 34 57 48 17 7 24 29 33
Arhgef7 970 932 1098 1036 910 624 983 643 412 882 1615 2051 754 541 1010 1182 1460
Tex29 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
Gm5607 0 0 0 3 2 3 4 3 0 3 0 3 0 0 6 2 4
Sox1 108 106 160 152 126 85 191 185 78 138 460 136 50 42 68 73 120
Spaca7 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
Tubgcp3 565 597 768 549 505 322 543 358 253 436 836 1121 419 336 558 715 773
Gm15348 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Atp11a 389 455 536 651 611 412 791 505 356 557 1104 1310 485 382 700 846 993
Gm15350 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mcf2l 84 104 122 101 93 75 134 102 56 136 252 330 127 98 190 218 265
F7 1 4 3 2 0 0 5 1 9 1 2 2 4 2 2 3 0
F10 0 3 0 0 0 0 5 1 1 0 0 1 1 0 5 0 2
Proz 4 0 1 1 0 1 0 0 1 1 7 4 0 2 2 2 3
Pcid2 1115 992 1239 1105 996 640 1294 821 572 745 1252 1725 582 436 1009 1274 1393
Cul4a 1236 1281 1638 1188 1090 702 1167 851 499 985 1719 1941 699 472 1020 1320 1524
Mir7065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
Lamp1 11575 11434 13723 11631 10843 6641 13611 8682 6877 4393 7764 10963 3692 2794 6472 7461 8574
Grtp1 487 456 570 440 428 284 614 348 315 158 215 235 116 72 243 246 311
Mir1968 1 0 1 1 1 0 3 1 0 0 0 0 0 0 1 0 1
Adprhl1 1 2 3 1 3 1 5 2 5 2 0 0 0 0 1 2 2
Dcun1d2 334 347 382 397 378 252 476 287 207 265 411 569 198 147 313 379 430
Tmco3 373 342 397 296 294 197 313 244 152 223 441 632 218 160 286 344 375
Tfdp1 2464 2427 2893 3191 3173 1945 4780 2940 2060 3099 5256 7834 2823 2060 4954 6156 7099
Atp4b 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Grk1 0 0 1 2 3 2 3 2 0 1 4 1 3 0 0 0 4
Tmem255b 1 1 0 2 1 0 1 0 1 0 0 0 0 1 2 2 2
Gas6 479 450 538 639 594 381 763 481 436 207 380 228 79 68 141 142 179
1700029H14Rik 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
Rasa3 143 149 166 127 182 95 179 131 74 219 483 637 233 198 320 354 442
4932443I19Rik 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
Cdc16 1641 1554 1856 1609 1419 902 1388 1020 633 1321 2185 2802 989 781 1241 1649 1897
Upf3a 852 902 1016 1037 1007 711 989 655 498 579 1036 1739 598 428 729 772 1018
AF366264 1 2 3 11 4 9 10 4 4 0 1 12 1 5 8 11 8
Champ1 1247 1183 1417 1132 1009 758 1533 1051 613 1032 1776 2474 858 672 1487 1816 2225
Coprs 600 637 715 720 683 415 857 574 468 333 650 973 379 282 650 780 814
Fbxo25 385 379 421 373 367 222 342 238 171 289 450 634 236 167 358 384 463
Tdrp 642 607 722 781 710 448 438 331 223 344 644 1159 412 290 429 553 623
Erich1 312 286 383 242 245 168 244 170 118 199 294 429 130 117 232 263 291
Dlgap2 3 2 2 7 5 0 6 3 4 3 5 1 2 3 1 7 9
Cln8 702 707 824 898 889 547 842 497 435 500 845 1502 508 396 749 824 870
Arhgef10 240 238 254 126 115 72 141 95 77 186 315 375 128 92 218 246 292
Kbtbd11 496 474 596 449 460 296 485 301 239 257 612 1002 349 265 630 823 767
BB014433 1 5 12 7 3 1 2 2 0 0 1 17 0 0 3 3 1
Myom2 96 108 118 54 58 34 50 38 28 61 127 52 19 15 26 45 61
Csmd1 0 1 1 3 5 2 1 2 0 2 1 0 1 1 2 2 4
Mir3106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mcph1 821 829 1046 970 908 605 955 637 441 521 1176 1791 631 516 913 1243 1447
Angpt2 30 29 42 33 24 23 34 24 21 16 12 63 30 17 41 48 58
Agpat5 1118 1059 1294 912 804 496 1153 725 505 927 1513 1915 638 481 1036 1346 1564
Xkr5 110 98 136 112 116 77 284 133 123 143 234 271 78 77 363 330 405
Defb40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Spag11b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Spag11a 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb14 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
Defb4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defa-ps12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defa-ps13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
4930467E23Rik 0 1 0 2 0 1 2 0 1 1 0 0 1 2 0 4 2
Gm21119 0 1 3 0 1 3 5 2 3 1 1 2 1 5 1 10 6
6820431F20Rik 3387 3383 4348 4769 4376 2635 5589 3759 2212 2913 5530 8591 2908 2301 4620 6693 7210
Gm15319 0 2 3 0 1 2 3 2 1 1 2 2 1 3 1 5 3
2610005L07Rik 1387 1507 1868 1899 1731 1085 2146 1378 869 1146 2376 3496 1234 877 1807 2343 2695
Gm21944 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm15056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm6040 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AY761185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defa21 0 0 0 1 0 0 1 1 0 0 1 1 0 0 1 0 0
Defa-rs7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defa23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm10104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defa4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defa25 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
Gm14851 4 1 2 2 2 0 3 2 2 7 8 6 0 1 0 2 1
Gm15284 1 5 3 4 3 3 6 4 1 16 35 21 4 3 5 9 7
Defa22 0 0 1 1 0 0 3 1 0 2 1 1 0 0 2 0 1
Gm15293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm15292 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defa3 0 3 2 4 2 2 7 5 4 8 12 18 4 2 5 8 5
Defa5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm15299 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
Defa-rs1 4 1 2 5 3 2 2 2 3 7 9 6 0 0 0 1 1
Defa2 0 1 1 0 1 1 0 2 1 0 0 5 0 0 4 0 0
Gm21002 0 1 1 0 1 1 0 2 1 0 0 5 0 0 3 0 0
Gm21498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm14850 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm7849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm7861 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defa20 0 1 1 0 1 1 0 2 1 0 0 5 0 0 3 0 0
Gm15308 0 1 1 0 1 1 0 2 1 0 0 5 0 0 4 0 0
Gm6696 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
Defa26 0 1 0 1 0 0 1 0 1 0 0 8 0 1 0 2 2
Defa17 0 3 2 4 2 2 8 5 3 8 12 18 4 2 5 8 5
Gm15315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defa-ps1 1 1 0 1 0 1 1 1 2 0 2 0 0 0 1 1 2
AY761184 2 0 1 3 3 2 3 1 1 0 0 2 0 1 0 0 0
Defa24 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Defa6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
Defb50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Defb13 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
C86695 0 0 0 2 0 2 1 1 0 1 1 9 2 1 1 2 1
Ccdc70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Atp7b 83 98 119 35 33 34 50 37 27 98 219 91 34 15 57 46 55
Alg11 521 528 625 407 462 298 519 340 230 448 770 921 326 254 547 745 827
Nek5 9 5 1 7 7 4 5 0 3 1 8 3 2 3 7 7 4
Nek3 293 284 283 270 249 134 183 135 100 267 391 621 193 167 226 353 358
Ckap2 1707 1660 2004 2544 2290 1453 2237 1555 981 1396 2245 5004 1597 1283 2106 2764 3239
Vps36 954 1021 1192 869 848 550 1078 754 479 927 1369 1792 664 431 1064 1298 1552
Thsd1 55 51 54 53 63 32 67 50 29 59 62 122 42 37 73 100 96
Tpte 1 1 1 2 2 3 5 2 0 0 1 5 3 1 1 7 5
Slc25a15 774 728 919 803 751 436 1002 636 408 593 1126 1410 512 384 920 1284 1383
1810012K16Rik 0 0 4 5 1 2 0 0 0 4 3 4 0 0 1 1 2
Mrps31 1242 1146 1507 1242 1256 736 1477 1034 764 807 1165 1783 617 502 1209 1457 1753
Smim19 161 122 179 99 76 57 66 66 46 129 216 179 64 46 83 112 131
Slc20a2 1480 1609 2018 1544 1492 1023 2290 1393 1141 1203 2148 2957 1067 735 2370 2537 2732
Vdac3 3900 3943 4530 3321 2999 1851 3439 2332 1518 2826 4411 5566 1840 1382 2841 3733 4372
Dkk4 6 5 4 0 1 0 0 0 0 3 13 1 0 0 2 4 3
Polb 394 360 457 377 334 208 348 238 155 328 422 567 161 170 237 325 395
A930013F10Rik 20 14 28 33 30 24 31 36 10 5 26 42 9 16 15 33 30
Ikbkb 339 362 437 343 349 235 357 248 191 385 714 853 304 226 437 495 603
Plat 154 163 214 201 189 134 282 175 122 174 317 414 171 122 237 262 337
Ap3m2 186 174 253 187 179 123 171 132 57 84 160 331 90 94 123 179 212
Kat6a 1126 1128 1357 1631 1506 932 1638 1084 594 869 1479 3071 1024 739 1193 1707 1885
Ank1 6 17 13 14 8 5 8 8 3 15 47 17 9 9 7 15 13
Gm15816 2 3 4 0 2 2 1 6 3 1 3 1 1 0 2 3 0
Mir486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mir3107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Nkx6-3 56 59 78 57 57 38 57 40 39 4 17 18 4 8 15 15 25
Agpat6 1563 1834 2015 1897 1709 1150 1866 1304 811 1431 2510 2969 1062 782 1470 1733 2178
Gins4 1542 1558 1771 1745 1562 1005 1817 1311 860 1019 1582 2617 904 694 1622 1838 2201
Golga7 2105 2098 2522 2221 2062 1312 2436 1667 1265 1451 2450 3509 1261 912 2223 2624 2737
Sfrp1 102 94 108 180 144 106 198 112 74 137 253 243 73 61 256 243 301
Zmat4 143 161 152 44 40 31 95 46 37 40 55 114 30 27 88 144 123
1810011O10Rik 30 61 50 59 51 38 47 23 30 152 313 396 154 104 140 212 260
Ido2 46 46 49 19 24 26 33 23 10 13 27 31 7 11 15 9 14
Ido1 7 6 9 5 4 1 4 5 4 3 6 8 1 0 5 0 2
Adam18 0 0 0 0 0 0 0 0 1 0 6 0 0 0 0 0 0
Adam3 3 2 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1
Adam5 0 1 3 0 0 0 1 0 0 0 1 1 0 0 2 0 2
Adam32 3 8 3 8 9 2 1 2 3 1 2 3 2 2 2 4 3
Adam9 864 851 1032 827 711 463 676 475 287 591 1059 1344 498 352 538 678 865
Tm2d2 367 355 412 448 387 247 291 225 165 278 507 762 227 190 300 329 446
Htra4 2 0 8 0 1 0 1 3 0 0 6 10 1 0 1 3 3
Plekha2 3416 3283 4049 1678 1586 980 1475 1212 688 1670 3007 1738 620 476 820 1140 1197
Tacc1 858 853 1112 978 867 563 859 637 361 488 1035 1620 555 359 752 909 1050
Mir8108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5430421F17Rik 4 4 3 2 2 1 0 1 1 1 1 3 2 0 1 0 2
Fgfr1 2300 2416 2921 2526 2474 1701 2252 1544 1050 2639 5180 5240 2103 1399 2569 2830 3277
LOC102633315 2 1 3 3 3 1 1 1 0 4 1 1 3 0 7 6 3
Letm2 34 25 35 24 23 11 31 29 13 21 52 43 10 4 21 26 39
Whsc1l1 465 499 651 579 607 380 651 473 267 445 914 1164 434 291 565 689 925
Ppapdc1b 169 160 186 111 117 72 127 81 69 138 265 283 95 96 156 180 214
Ddhd2 806 734 958 1213 1146 672 1333 787 641 415 679 1708 545 403 918 1152 1334
Bag4 1001 885 1125 1167 960 692 1361 930 608 800 1426 1881 694 530 1213 1547 1754
Lsm1 430 439 450 476 442 303 652 431 330 391 607 915 322 230 520 650 773
Star 61 53 63 157 125 76 126 82 50 59 73 201 79 69 127 135 156
Ash2l 6580 6192 7613 9337 8341 5478 9584 6648 4295 3149 5461 10567 3723 2826 7226 9141 10791
Kcnu1 6 9 9 27 26 8 30 16 12 5 17 22 10 2 7 18 17
Hgsnat 284 258 303 300 265 169 304 222 171 269 512 597 202 150 286 346 426
Pomk 321 268 366 219 272 164 319 221 137 201 347 449 181 124 302 363 393
Fnta 1825 1659 2253 2425 2214 1370 2330 1569 1162 1144 2102 3395 1218 850 1871 2268 2661
Hook3 600 616 728 745 588 359 702 501 250 417 695 1272 416 367 658 930 1120
1700047A11Rik 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0
Rnf170 266 252 316 289 278 158 253 184 124 195 379 506 148 145 281 375 425
Thap1 266 279 320 388 337 231 447 333 217 249 399 579 203 124 381 439 489
2310008N11Rik 0 1 4 2 5 3 8 4 3 1 1 3 0 4 4 6 3
Zfp703 96 159 164 104 83 59 121 52 43 772 1843 559 240 161 202 227 301
Erlin2 1425 1282 1672 1291 1091 760 1305 802 598 842 1573 1989 622 476 1076 1370 1516
Prosc 1211 1275 1571 1563 1392 931 1582 1099 696 842 1406 2093 703 551 1021 1232 1488
Gpr124 256 266 338 145 148 96 149 160 67 361 688 579 219 137 379 363 419
Brf2 403 416 427 535 490 348 497 320 288 284 431 710 292 185 418 468 541
Rab11fip1 941 1013 1222 1195 1117 742 942 671 423 648 1394 1308 449 315 536 623 770
4933416M07Rik 10 4 8 7 3 5 7 4 5 9 14 23 8 4 21 15 20
Got1l1 150 138 187 176 135 78 124 99 60 83 121 229 68 61 87 106 122
Adrb3 318 352 445 828 739 436 414 359 244 172 317 957 346 243 306 374 456
Eif4ebp1 5751 5585 6476 5580 5356 3688 5929 3963 3033 3419 6248 7856 2820 2042 3875 4077 5149
Gm9731 2 3 2 7 2 1 7 3 1 3 2 11 2 0 0 5 0
Tex24 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1
Chrnb3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Chrna6 9 4 8 6 3 2 2 1 4 0 0 1 0 0 2 3 2
Poteg 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Gm8096 46 61 84 47 45 19 63 50 40 75 132 100 41 27 64 65 58
Unc5d 3 2 5 9 3 1 7 7 5 0 5 10 7 6 13 9 11
4933433F19Rik 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0
Dusp26 7 9 6 4 18 11 16 12 8 14 11 30 10 5 23 26 25
Rnf122 32 39 29 39 43 21 64 38 28 190 355 297 94 83 137 173 249
Tti2 345 332 378 308 310 184 355 220 137 236 434 505 193 127 251 400 419
Mak16 2266 2194 2729 2684 2589 1648 3402 2444 1412 1696 2659 4363 1424 1086 2396 3198 3662
Fut10 34 26 60 62 60 21 48 42 30 81 164 147 44 49 67 98 111
7420700N18Rik 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0
Nrg1 41 60 61 85 68 60 173 97 70 30 75 52 24 20 59 55 59
Gm8179 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Gm3985 0 1 1 2 1 0 2 1 2 0 0 0 0 0 0 3 1
Wrn 186 169 291 207 187 107 211 170 93 160 290 386 157 119 217 362 371
Purg 62 44 59 57 72 50 83 58 33 81 143 161 51 45 69 92 144
Hmgb1-rs17 795 832 852 893 777 450 853 595 393 673 1116 1228 405 317 673 869 994
Tex15 111 96 137 247 218 122 259 190 89 72 60 248 93 65 134 207 234
Ppp2cb 2354 2401 2672 2698 2471 1521 2671 1798 1239 1858 3238 3907 1363 1098 2066 2514 2833
Ubxn8 623 618 761 650 594 391 604 419 320 429 685 1079 340 242 478 651 676
Gsr 2566 2498 3200 3262 3023 1872 3746 2281 1762 1933 3518 5641 1939 1429 2544 3253 3793
Gtf2e2 2132 2123 2382 1935 1785 1053 2291 1494 960 1652 2492 3054 1097 813 1841 2465 2751
Smim18 0 0 0 1 1 0 0 0 0 0 0 2 0 2 0 0 2
Rbpms 2262 2342 2677 1905 1837 1168 2162 1495 1059 1707 4005 3654 1302 969 1951 2297 2670
Dctn6 535 509 664 456 455 285 591 314 232 504 814 849 333 209 477 537 676
Mboat4 4 1 4 5 0 1 5 1 1 4 4 4 4 1 3 5 8
Leprotl1 493 477 636 406 382 251 404 306 203 504 778 876 322 234 499 566 680
Tmem66 845 808 908 823 821 526 850 560 415 498 872 1296 434 332 637 697 828
Mir6395 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
B930018H19Rik 3 0 1 0 0 0 2 0 1 1 0 1 1 0 0 1 0
Dusp4 785 746 910 2168 2084 1426 3792 2217 1800 607 1110 2799 1006 785 1864 1912 2214
Tnks 966 1000 1145 972 992 609 1265 778 483 582 1395 1705 602 424 835 1091 1216
Ppp1r3b 140 134 140 38 38 34 50 49 27 71 141 63 23 12 38 52 72
Eri1 1099 1046 1211 1167 1131 680 1459 968 578 790 1582 2004 671 504 1151 1468 1755
Gm16793 0 0 0 3 0 0 0 6 5 1 2 3 0 0 2 1 3
Mfhas1 100 110 106 49 45 36 67 55 22 122 304 239 96 62 93 104 143
Cldn23 3 2 2 1 3 1 2 9 2 10 10 15 5 7 9 11 12
5430403N17Rik 2 3 1 1 0 0 1 0 0 0 0 1 2 0 2 1 0
D8Ertd82e 318 369 422 219 224 187 236 155 93 816 1695 1079 375 253 397 416 532
Lonrf1 771 742 924 772 695 466 618 399 238 456 975 1208 372 309 442 550 628
6430573F11Rik 4 6 11 12 20 6 37 25 10 20 26 27 10 7 22 26 39
Dlc1 3439 3421 4218 3601 3231 2139 2833 1691 1184 1497 3042 4928 1596 1184 2677 3311 3975
AI429214 19 17 23 21 27 5 22 11 9 12 23 40 18 9 20 34 39
